Logging to data/tb_logs/20260727_204533
---------------------------------
| rollout/           |          |
|    ep_len_mean     | 178      |
|    ep_rew_mean     | 7.52     |
| time/              |          |
|    fps             | 11868    |
|    iterations      | 1        |
|    time_elapsed    | 11       |
|    total_timesteps | 131072   |
---------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 166          |
|    ep_rew_mean          | 6.62         |
| time/                   |              |
|    fps                  | 9980         |
|    iterations           | 2            |
|    time_elapsed         | 26           |
|    total_timesteps      | 262144       |
| train/                  |              |
|    approx_kl            | 0.0034955312 |
|    clip_fraction        | 0.15         |
|    clip_range           | 0.1          |
|    clip_range_vf        | 0.2          |
|    entropy_loss         | 37.8         |
|    explained_variance   | -0.05        |
|    learning_rate        | 1e-05        |
|    loss                 | 5.14         |
|    n_updates            | 10           |
|    policy_gradient_loss | -0.00119     |
|    std                  | 0.0502       |
|    value_loss           | 2.69         |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 161         |
|    ep_rew_mean          | 6.53        |
| time/                   |             |
|    fps                  | 9652        |
|    iterations           | 3           |
|    time_elapsed         | 40          |
|    total_timesteps      | 393216      |
| train/                  |             |
|    approx_kl            | 0.003118175 |
|    clip_fraction        | 0.138       |
|    clip_range           | 0.1         |
|    clip_range_vf        | 0.2         |
|    entropy_loss         | 37.7        |
|    explained_variance   | -0.224      |
|    learning_rate        | 1e-05       |
|    loss                 | 2.85        |
|    n_updates            | 20          |
|    policy_gradient_loss | -0.0017     |
|    std                  | 0.0506      |
|    value_loss           | 0.989       |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 149         |
|    ep_rew_mean          | 5.94        |
| time/                   |             |
|    fps                  | 9514        |
|    iterations           | 4           |
|    time_elapsed         | 55          |
|    total_timesteps      | 524288      |
| train/                  |             |
|    approx_kl            | 0.003126613 |
|    clip_fraction        | 0.138       |
|    clip_range           | 0.1         |
|    clip_range_vf        | 0.2         |
|    entropy_loss         | 37.5        |
|    explained_variance   | -0.0205     |
|    learning_rate        | 1e-05       |
|    loss                 | 2.7         |
|    n_updates            | 30          |
|    policy_gradient_loss | -0.00137    |
|    std                  | 0.051       |
|    value_loss           | 0.878       |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 158          |
|    ep_rew_mean          | 6.25         |
| time/                   |              |
|    fps                  | 9395         |
|    iterations           | 5            |
|    time_elapsed         | 69           |
|    total_timesteps      | 655360       |
| train/                  |              |
|    approx_kl            | 0.0032049285 |
|    clip_fraction        | 0.14         |
|    clip_range           | 0.1          |
|    clip_range_vf        | 0.2          |
|    entropy_loss         | 37.3         |
|    explained_variance   | 0.116        |
