Logging to data/tb_logs/20260224_084307
---------------------------------
| rollout/           |          |
|    ep_len_mean     | 324      |
|    ep_rew_mean     | 9.49     |
| time/              |          |
|    fps             | 15866    |
|    iterations      | 1        |
|    time_elapsed    | 8        |
|    total_timesteps | 131072   |
---------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 947           |
|    ep_rew_mean          | 36.4          |
| time/                   |               |
|    fps                  | 13532         |
|    iterations           | 2             |
|    time_elapsed         | 19            |
|    total_timesteps      | 262144        |
| train/                  |               |
|    approx_kl            | 1.0976646e-07 |
|    clip_fraction        | 0             |
|    clip_range           | 0.1           |
|    clip_range_vf        | 0.2           |
|    entropy_loss         | 3.6           |
|    explained_variance   | 0.931         |
|    learning_rate        | 1e-08         |
|    loss                 | 0.452         |
|    n_updates            | 4690          |
|    policy_gradient_loss | -1.36e-05     |
|    std                  | 0.208         |
|    value_loss           | 0.303         |
-------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 615           |
|    ep_rew_mean          | 22.2          |
| time/                   |               |
|    fps                  | 12976         |
|    iterations           | 3             |
|    time_elapsed         | 30            |
|    total_timesteps      | 393216        |
| train/                  |               |
|    approx_kl            | 1.3072668e-07 |
|    clip_fraction        | 0             |
|    clip_range           | 0.1           |
|    clip_range_vf        | 0.2           |
|    entropy_loss         | 3.6           |
|    explained_variance   | 0.829         |
|    learning_rate        | 1e-08         |
|    loss                 | 0.792         |
|    n_updates            | 4700          |
|    policy_gradient_loss | -1.22e-05     |
|    std                  | 0.208         |
|    value_loss           | 0.598         |
-------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 777           |
|    ep_rew_mean          | 29.8          |
| time/                   |               |
|    fps                  | 12763         |
|    iterations           | 4             |
|    time_elapsed         | 41            |
|    total_timesteps      | 524288        |
| train/                  |               |
|    approx_kl            | 1.4927264e-07 |
|    clip_fraction        | 0             |
|    clip_range           | 0.1           |
|    clip_range_vf        | 0.2           |
|    entropy_loss         | 3.6           |
|    explained_variance   | 0.864         |
|    learning_rate        | 1e-08         |
|    loss                 | 0.568         |
|    n_updates            | 4710          |
|    policy_gradient_loss | -1.37e-05     |
|    std                  | 0.208         |
|    value_loss           | 0.511         |
-------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 618           |
|    ep_rew_mean          | 22.8          |
| time/                   |               |
|    fps                  | 12551         |
|    iterations           | 5             |
|    time_elapsed         | 52            |
|    total_timesteps      | 655360        |
| train/                  |               |
|    approx_kl            | 1.2140117e-07 |
|    clip_fraction        | 0             |
|    clip_range           | 0.1           |
|    clip_range_vf        | 0.2           |
|    entropy_loss         | 3.6           |
|    explained_variance   | 0.838         |
|    learning_rate        | 1e-08         |
|    loss                 | 0.897         |
