Logging to data/tb_logs/20260727_161447
---------------------------------
| rollout/           |          |
|    ep_len_mean     | 219      |
|    ep_rew_mean     | 6.67     |
| time/              |          |
|    fps             | 12619    |
|    iterations      | 1        |
|    time_elapsed    | 10       |
|    total_timesteps | 131072   |
---------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 227         |
|    ep_rew_mean          | 6.84        |
| time/                   |             |
|    fps                  | 11051       |
|    iterations           | 2           |
|    time_elapsed         | 23          |
|    total_timesteps      | 262144      |
| train/                  |             |
|    approx_kl            | 0.002357151 |
|    clip_fraction        | 0.0822      |
|    clip_range           | 0.1         |
|    clip_range_vf        | 0.2         |
|    entropy_loss         | 3.51        |
|    explained_variance   | 0.8         |
|    learning_rate        | 1e-05       |
|    loss                 | 0.623       |
|    n_updates            | 6220        |
|    policy_gradient_loss | -0.00237    |
|    std                  | 0.21        |
|    value_loss           | 0.504       |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 236         |
|    ep_rew_mean          | 7.35        |
| time/                   |             |
|    fps                  | 10560       |
|    iterations           | 3           |
|    time_elapsed         | 37          |
|    total_timesteps      | 393216      |
| train/                  |             |
|    approx_kl            | 0.002565871 |
|    clip_fraction        | 0.0902      |
|    clip_range           | 0.1         |
|    clip_range_vf        | 0.2         |
|    entropy_loss         | 3.33        |
|    explained_variance   | 0.823       |
|    learning_rate        | 1e-05       |
|    loss                 | 0.654       |
|    n_updates            | 6230        |
|    policy_gradient_loss | -0.00246    |
|    std                  | 0.211       |
|    value_loss           | 0.448       |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 214          |
|    ep_rew_mean          | 6.26         |
| time/                   |              |
|    fps                  | 10387        |
|    iterations           | 4            |
|    time_elapsed         | 50           |
|    total_timesteps      | 524288       |
| train/                  |              |
|    approx_kl            | 0.0026301765 |
|    clip_fraction        | 0.0936       |
|    clip_range           | 0.1          |
|    clip_range_vf        | 0.2          |
|    entropy_loss         | 3.14         |
|    explained_variance   | 0.828        |
|    learning_rate        | 1e-05        |
|    loss                 | 0.592        |
|    n_updates            | 6240         |
|    policy_gradient_loss | -0.00256     |
|    std                  | 0.213        |
|    value_loss           | 0.437        |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 249          |
|    ep_rew_mean          | 7.36         |
| time/                   |              |
|    fps                  | 10316        |
|    iterations           | 5            |
|    time_elapsed         | 63           |
|    total_timesteps      | 655360       |
| train/                  |              |
|    approx_kl            | 0.0026142616 |
|    clip_fraction        | 0.0927       |
|    clip_range           | 0.1          |
|    clip_range_vf        | 0.2          |
|    entropy_loss         | 2.95         |
|    explained_variance   | 0.831        |
|    learning_rate        | 1e-05        |
|    loss                 | 0.546        |
|    n_updates            | 6250         |
|    policy_gradient_loss | -0.00243     |
|    std                  | 0.215        |
|    value_loss           | 0.421        |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 244          |
|    ep_rew_mean          | 7.4          |
| time/                   |              |
|    fps                  | 10188        |
|    iterations           | 6            |
|    time_elapsed         | 77           |
|    total_timesteps      | 786432       |
| train/                  |              |
|    approx_kl            | 0.0026106196 |
|    clip_fraction        | 0.0915       |
|    clip_range           | 0.1          |
|    clip_range_vf        | 0.2          |
|    entropy_loss         | 2.76         |
|    explained_variance   | 0.841        |
|    learning_rate        | 1e-05        |
|    loss                 | 0.5          |
|    n_updates            | 6260         |
|    policy_gradient_loss | -0.00238     |
|    std                  | 0.216        |
|    value_loss           | 0.395        |
------------------------------------------
