Logging to ./data/v1_ours_stage3/tb
----------------------------------------------
| rollout/                        |          |
|    action_saturation_fraction   | 0        |
|    ep_len_mean                  | 287      |
|    ep_rew_mean                  | 190      |
|    episodes_noforce             | 5        |
|    force_direction_mean         | -1       |
|    force_onset_mean             | 1.37     |
|    force_requested_impulse_mean | 0        |
|    is_fall_mean                 | 1        |
|    is_timeout_mean              | 0        |
|    recovery_noforce             | 0        |
| time/                           |          |
|    fps                          | 5492     |
|    iterations                   | 1        |
|    time_elapsed                 | 23       |
|    total_timesteps              | 131072   |
| train/                          |          |
|    action_std_00                | 0.0702   |
|    action_std_01                | 0.0714   |
|    action_std_02                | 0.0701   |
|    action_std_03                | 0.0718   |
|    action_std_04                | 0.0722   |
|    action_std_05                | 0.0714   |
|    action_std_06                | 0.0712   |
|    action_std_07                | 0.0701   |
|    action_std_08                | 0.0708   |
|    action_std_09                | 0.072    |
|    action_std_10                | 0.0709   |
|    action_std_11                | 0.0708   |
|    action_std_12                | 0.0702   |
|    action_std_13                | 0.0705   |
|    action_std_14                | 0.0711   |
|    action_std_15                | 0.0715   |
|    action_std_16                | 0.0699   |
|    action_std_17                | 0.0705   |
|    action_std_18                | 0.0708   |
|    action_std_19                | 0.0709   |
|    action_std_20                | 0.0706   |
|    action_std_21                | 0.0713   |
|    action_std_22                | 0.07     |
|    action_std_23                | 0.0711   |
|    action_std_24                | 0.0705   |
|    std_max                      | 0.0722   |
|    std_min                      | 0.0699   |
----------------------------------------------
----------------------------------------------------
| rollout/                          |              |
|    action_saturation_fraction     | 0            |
|    ep_len_mean                    | 1e+03        |
|    ep_rew_mean                    | 700          |
|    episodes_noforce               | 251          |
|    force_direction_mean           | -1           |
|    force_onset_mean               | 1.41         |
|    force_requested_impulse_mean   | 0            |
|    is_fall_mean                   | 0.0359       |
|    is_timeout_mean                | 0.964        |
|    recovery_noforce               | 0.964        |
|    timeout_without_onset_fraction | 0            |
|    timeouts                       | 242          |
| time/                             |              |
|    fps                            | 4965         |
|    iterations                     | 2            |
|    time_elapsed                   | 52           |
|    total_timesteps                | 262144       |
| train/                            |              |
|    action_std_00                  | 0.0702       |
|    action_std_01                  | 0.0714       |
|    action_std_02                  | 0.0701       |
|    action_std_03                  | 0.0719       |
