Logging to data/tb_logs/20260727_200854
---------------------------------
| rollout/           |          |
|    ep_len_mean     | 166      |
|    ep_rew_mean     | 7        |
| time/              |          |
|    fps             | 11438    |
|    iterations      | 1        |
|    time_elapsed    | 11       |
|    total_timesteps | 131072   |
---------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 165          |
|    ep_rew_mean          | 6.44         |
| time/                   |              |
|    fps                  | 10205        |
|    iterations           | 2            |
|    time_elapsed         | 25           |
|    total_timesteps      | 262144       |
| train/                  |              |
|    approx_kl            | 0.0035000714 |
|    clip_fraction        | 0.15         |
|    clip_range           | 0.1          |
|    clip_range_vf        | 0.2          |
|    entropy_loss         | 37.8         |
|    explained_variance   | -0.0806      |
|    learning_rate        | 1e-05        |
|    loss                 | 5.09         |
|    n_updates            | 10           |
|    policy_gradient_loss | -0.00113     |
|    std                  | 0.0502       |
|    value_loss           | 2.74         |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 145         |
|    ep_rew_mean          | 5.63        |
| time/                   |             |
|    fps                  | 9797        |
|    iterations           | 3           |
|    time_elapsed         | 40          |
|    total_timesteps      | 393216      |
| train/                  |             |
|    approx_kl            | 0.003153278 |
|    clip_fraction        | 0.136       |
|    clip_range           | 0.1         |
|    clip_range_vf        | 0.2         |
|    entropy_loss         | 37.6        |
|    explained_variance   | 0.0141      |
|    learning_rate        | 1e-05       |
|    loss                 | 2.68        |
|    n_updates            | 20          |
|    policy_gradient_loss | -0.00153    |
|    std                  | 0.0506      |
|    value_loss           | 0.847       |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 167          |
|    ep_rew_mean          | 6.54         |
| time/                   |              |
|    fps                  | 9594         |
|    iterations           | 4            |
|    time_elapsed         | 54           |
|    total_timesteps      | 524288       |
| train/                  |              |
|    approx_kl            | 0.0032168846 |
|    clip_fraction        | 0.137        |
|    clip_range           | 0.1          |
|    clip_range_vf        | 0.2          |
|    entropy_loss         | 37.5         |
|    explained_variance   | 0.09         |
|    learning_rate        | 1e-05        |
|    loss                 | 2.64         |
|    n_updates            | 30           |
|    policy_gradient_loss | -0.00145     |
|    std                  | 0.051        |
|    value_loss           | 0.79         |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 162         |
|    ep_rew_mean          | 6.32        |
| time/                   |             |
|    fps                  | 9486        |
|    iterations           | 5           |
|    time_elapsed         | 69          |
|    total_timesteps      | 655360      |
| train/                  |             |
|    approx_kl            | 0.003204824 |
|    clip_fraction        | 0.139       |
|    clip_range           | 0.1         |
|    clip_range_vf        | 0.2         |
|    entropy_loss         | 37.3        |
|    explained_variance   | 0.188       |
|    learning_rate        | 1e-05       |
|    loss                 | 2.56        |
|    n_updates            | 40          |
|    policy_gradient_loss | -0.00141    |
|    std                  | 0.0514      |
|    value_loss           | 0.742       |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 151          |
|    ep_rew_mean          | 5.94         |
| time/                   |              |
|    fps                  | 9446         |
|    iterations           | 6            |
|    time_elapsed         | 83           |
|    total_timesteps      | 786432       |
| train/                  |              |
|    approx_kl            | 0.0031930334 |
|    clip_fraction        | 0.139        |
|    clip_range           | 0.1          |
|    clip_range_vf        | 0.2          |
|    entropy_loss         | 37.1         |
|    explained_variance   | 0.246        |
|    learning_rate        | 1e-05        |
|    loss                 | 2.55         |
|    n_updates            | 50           |
|    policy_gradient_loss | -0.00146     |
|    std                  | 0.0518       |
|    value_loss           | 0.705        |
------------------------------------------
------------------------------------------
