Logging to data/tb_logs/20260727_161929
---------------------------------
| rollout/           |          |
|    ep_len_mean     | 214      |
|    ep_rew_mean     | 6.32     |
| time/              |          |
|    fps             | 12189    |
|    iterations      | 1        |
|    time_elapsed    | 10       |
|    total_timesteps | 131072   |
---------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 215         |
|    ep_rew_mean          | 6.62        |
| time/                   |             |
|    fps                  | 10771       |
|    iterations           | 2           |
|    time_elapsed         | 24          |
|    total_timesteps      | 262144      |
| train/                  |             |
|    approx_kl            | 0.002392038 |
|    clip_fraction        | 0.0856      |
|    clip_range           | 0.1         |
|    clip_range_vf        | 0.2         |
|    entropy_loss         | 3.51        |
|    explained_variance   | 0.796       |
|    learning_rate        | 1e-05       |
|    loss                 | 0.62        |
|    n_updates            | 6220        |
|    policy_gradient_loss | -0.00248    |
|    std                  | 0.21        |
|    value_loss           | 0.516       |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 227          |
|    ep_rew_mean          | 6.98         |
| time/                   |              |
|    fps                  | 10391        |
|    iterations           | 3            |
|    time_elapsed         | 37           |
|    total_timesteps      | 393216       |
| train/                  |              |
|    approx_kl            | 0.0025027632 |
|    clip_fraction        | 0.0876       |
|    clip_range           | 0.1          |
|    clip_range_vf        | 0.2          |
|    entropy_loss         | 3.33         |
|    explained_variance   | 0.814        |
|    learning_rate        | 1e-05        |
|    loss                 | 0.634        |
|    n_updates            | 6230         |
|    policy_gradient_loss | -0.00246     |
|    std                  | 0.211        |
|    value_loss           | 0.467        |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 235         |
|    ep_rew_mean          | 7.15        |
| time/                   |             |
|    fps                  | 10203       |
|    iterations           | 4           |
|    time_elapsed         | 51          |
|    total_timesteps      | 524288      |
| train/                  |             |
|    approx_kl            | 0.002627905 |
|    clip_fraction        | 0.094       |
|    clip_range           | 0.1         |
|    clip_range_vf        | 0.2         |
|    entropy_loss         | 3.15        |
|    explained_variance   | 0.826       |
|    learning_rate        | 1e-05       |
|    loss                 | 0.611       |
|    n_updates            | 6240        |
|    policy_gradient_loss | -0.00254    |
|    std                  | 0.213       |
|    value_loss           | 0.445       |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 218          |
|    ep_rew_mean          | 6.81         |
| time/                   |              |
|    fps                  | 10169        |
|    iterations           | 5            |
|    time_elapsed         | 64           |
|    total_timesteps      | 655360       |
| train/                  |              |
|    approx_kl            | 0.0026296296 |
|    clip_fraction        | 0.093        |
|    clip_range           | 0.1          |
|    clip_range_vf        | 0.2          |
|    entropy_loss         | 2.96         |
|    explained_variance   | 0.831        |
|    learning_rate        | 1e-05        |
|    loss                 | 0.559        |
|    n_updates            | 6250         |
|    policy_gradient_loss | -0.00237     |
|    std                  | 0.215        |
|    value_loss           | 0.431        |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 243          |
|    ep_rew_mean          | 7.34         |
| time/                   |              |
|    fps                  | 10097        |
|    iterations           | 6            |
|    time_elapsed         | 77           |
|    total_timesteps      | 786432       |
| train/                  |              |
|    approx_kl            | 0.0026394716 |
|    clip_fraction        | 0.0932       |
|    clip_range           | 0.1          |
|    clip_range_vf        | 0.2          |
|    entropy_loss         | 2.77         |
|    explained_variance   | 0.828        |
|    learning_rate        | 1e-05        |
|    loss                 | 0.574        |
|    n_updates            | 6260         |
|    policy_gradient_loss | -0.00241     |
|    std                  | 0.216        |
|    value_loss           | 0.43         |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 232         |
|    ep_rew_mean          | 7           |
| time/                   |             |
|    fps                  | 10036       |
|    iterations           | 7           |
|    time_elapsed         | 91          |
|    total_timesteps      | 917504      |
| train/                  |             |
|    approx_kl            | 0.002547935 |
|    clip_fraction        | 0.0894      |
|    clip_range           | 0.1         |
|    clip_range_vf        | 0.2         |
|    entropy_loss         | 2.58        |
|    explained_variance   | 0.836       |
|    learning_rate        | 1e-05       |
|    loss                 | 0.521       |
|    n_updates            | 6270        |
|    policy_gradient_loss | -0.00216    |
|    std                  | 0.218       |
|    value_loss           | 0.406       |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 255          |
|    ep_rew_mean          | 7.73         |
| time/                   |              |
|    fps                  | 9981         |
|    iterations           | 8            |
|    time_elapsed         | 105          |
|    total_timesteps      | 1048576      |
| train/                  |              |
|    approx_kl            | 0.0025585205 |
|    clip_fraction        | 0.0875       |
|    clip_range           | 0.1          |
|    clip_range_vf        | 0.2          |
|    entropy_loss         | 2.38         |
|    explained_variance   | 0.844        |
|    learning_rate        | 1e-05        |
|    loss                 | 0.488        |
|    n_updates            | 6280         |
|    policy_gradient_loss | -0.0021      |
|    std                  | 0.22         |
|    value_loss           | 0.392        |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 241          |
|    ep_rew_mean          | 7.61         |
| time/                   |              |
|    fps                  | 9940         |
|    iterations           | 9            |
|    time_elapsed         | 118          |
|    total_timesteps      | 1179648      |
| train/                  |              |
|    approx_kl            | 0.0026131556 |
|    clip_fraction        | 0.0927       |
|    clip_range           | 0.1          |
|    clip_range_vf        | 0.2          |
|    entropy_loss         | 2.19         |
|    explained_variance   | 0.846        |
|    learning_rate        | 1e-05        |
|    loss                 | 0.492        |
|    n_updates            | 6290         |
|    policy_gradient_loss | -0.00234     |
|    std                  | 0.222        |
|    value_loss           | 0.4          |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 259          |
|    ep_rew_mean          | 7.96         |
| time/                   |              |
|    fps                  | 9896         |
|    iterations           | 10           |
|    time_elapsed         | 132          |
|    total_timesteps      | 1310720      |
| train/                  |              |
|    approx_kl            | 0.0026291078 |
|    clip_fraction        | 0.0893       |
|    clip_range           | 0.1          |
|    clip_range_vf        | 0.2          |
|    entropy_loss         | 2            |
|    explained_variance   | 0.84         |
|    learning_rate        | 1e-05        |
|    loss                 | 0.504        |
|    n_updates            | 6300         |
|    policy_gradient_loss | -0.0022      |
|    std                  | 0.223        |
|    value_loss           | 0.407        |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 259          |
|    ep_rew_mean          | 7.85         |
| time/                   |              |
|    fps                  | 9890         |
|    iterations           | 11           |
|    time_elapsed         | 145          |
|    total_timesteps      | 1441792      |
| train/                  |              |
|    approx_kl            | 0.0026018843 |
|    clip_fraction        | 0.0888       |
|    clip_range           | 0.1          |
|    clip_range_vf        | 0.2          |
|    entropy_loss         | 1.81         |
|    explained_variance   | 0.843        |
|    learning_rate        | 1e-05        |
|    loss                 | 0.463        |
|    n_updates            | 6310         |
|    policy_gradient_loss | -0.00217     |
|    std                  | 0.225        |
|    value_loss           | 0.407        |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 246          |
|    ep_rew_mean          | 7.7          |
| time/                   |              |
|    fps                  | 9902         |
|    iterations           | 12           |
|    time_elapsed         | 158          |
|    total_timesteps      | 1572864      |
| train/                  |              |
|    approx_kl            | 0.0027188037 |
|    clip_fraction        | 0.0943       |
|    clip_range           | 0.1          |
|    clip_range_vf        | 0.2          |
|    entropy_loss         | 1.62         |
|    explained_variance   | 0.846        |
|    learning_rate        | 1e-05        |
|    loss                 | 0.452        |
|    n_updates            | 6320         |
|    policy_gradient_loss | -0.00245     |
|    std                  | 0.227        |
|    value_loss           | 0.394        |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 270         |
|    ep_rew_mean          | 8.35        |
| time/                   |             |
|    fps                  | 9904        |
|    iterations           | 13          |
|    time_elapsed         | 172         |
|    total_timesteps      | 1703936     |
| train/                  |             |
|    approx_kl            | 0.002549911 |
|    clip_fraction        | 0.087       |
|    clip_range           | 0.1         |
|    clip_range_vf        | 0.2         |
|    entropy_loss         | 1.43        |
|    explained_variance   | 0.847       |
