Logging to data/tb_logs/20260804_151601
---------------------------------
| rollout/           |          |
|    ep_len_mean     | 354      |
|    ep_rew_mean     | 14.1     |
| time/              |          |
|    fps             | 14896    |
|    iterations      | 1        |
|    time_elapsed    | 8        |
|    total_timesteps | 131072   |
---------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 960           |
|    ep_rew_mean          | 39.8          |
| time/                   |               |
|    fps                  | 12308         |
|    iterations           | 2             |
|    time_elapsed         | 21            |
|    total_timesteps      | 262144        |
| train/                  |               |
|    approx_kl            | 2.1926919e-05 |
|    clip_fraction        | 0             |
|    clip_range           | 0.1           |
|    clip_range_vf        | 0.2           |
|    entropy_loss         | 7.9           |
|    explained_variance   | 0.858         |
|    learning_rate        | 1e-07         |
|    loss                 | 0.773         |
|    n_updates            | 1540          |
|    policy_gradient_loss | -0.00019      |
|    std                  | 0.174         |
|    value_loss           | 0.393         |
-------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 583          |
|    ep_rew_mean          | 25.5         |
| time/                   |              |
|    fps                  | 11890        |
|    iterations           | 3            |
|    time_elapsed         | 33           |
|    total_timesteps      | 393216       |
| train/                  |              |
|    approx_kl            | 1.623764e-05 |
|    clip_fraction        | 0            |
|    clip_range           | 0.1          |
|    clip_range_vf        | 0.2          |
|    entropy_loss         | 7.9          |
|    explained_variance   | 0.744        |
|    learning_rate        | 1e-07        |
|    loss                 | 1.47         |
|    n_updates            | 1550         |
|    policy_gradient_loss | -0.000138    |
|    std                  | 0.174        |
|    value_loss           | 0.953        |
------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 777           |
|    ep_rew_mean          | 33.7          |
| time/                   |               |
|    fps                  | 11627         |
|    iterations           | 4             |
|    time_elapsed         | 45            |
|    total_timesteps      | 524288        |
| train/                  |               |
|    approx_kl            | 1.3904793e-05 |
|    clip_fraction        | 0             |
|    clip_range           | 0.1           |
|    clip_range_vf        | 0.2           |
|    entropy_loss         | 7.9           |
|    explained_variance   | 0.84          |
|    learning_rate        | 1e-07         |
|    loss                 | 0.89          |
|    n_updates            | 1560          |
|    policy_gradient_loss | -0.000158     |
|    std                  | 0.174         |
|    value_loss           | 0.566         |
-------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 700           |
|    ep_rew_mean          | 30            |
| time/                   |               |
|    fps                  | 11518         |
|    iterations           | 5             |
|    time_elapsed         | 56            |
|    total_timesteps      | 655360        |
| train/                  |               |
|    approx_kl            | 1.8328294e-05 |
|    clip_fraction        | 0             |
|    clip_range           | 0.1           |
|    clip_range_vf        | 0.2           |
|    entropy_loss         | 7.9           |
|    explained_variance   | 0.859         |
|    learning_rate        | 1e-07         |
|    loss                 | 1.14          |
|    n_updates            | 1570          |
|    policy_gradient_loss | -0.000183     |
|    std                  | 0.174         |
|    value_loss           | 0.79          |
-------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 732           |
|    ep_rew_mean          | 32            |
| time/                   |               |
|    fps                  | 11424         |
|    iterations           | 6             |
|    time_elapsed         | 68            |
|    total_timesteps      | 786432        |
| train/                  |               |
|    approx_kl            | 1.4230878e-05 |
|    clip_fraction        | 0             |
|    clip_range           | 0.1           |
|    clip_range_vf        | 0.2           |
|    entropy_loss         | 7.89          |
|    explained_variance   | 0.853         |
|    learning_rate        | 1e-07         |
|    loss                 | 1.04          |
|    n_updates            | 1580          |
|    policy_gradient_loss | -0.000161     |
|    std                  | 0.174         |
|    value_loss           | 0.608         |
-------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 687           |
|    ep_rew_mean          | 29.4          |
| time/                   |               |
|    fps                  | 11351         |
|    iterations           | 7             |
|    time_elapsed         | 80            |
|    total_timesteps      | 917504        |
| train/                  |               |
|    approx_kl            | 1.5611602e-05 |
|    clip_fraction        | 0             |
|    clip_range           | 0.1           |
|    clip_range_vf        | 0.2           |
|    entropy_loss         | 7.89          |
|    explained_variance   | 0.833         |
|    learning_rate        | 1e-07         |
|    loss                 | 1.17          |
|    n_updates            | 1590          |
|    policy_gradient_loss | -0.000172     |
|    std                  | 0.174         |
|    value_loss           | 0.792         |
-------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 728           |
|    ep_rew_mean          | 30.6          |
| time/                   |               |
|    fps                  | 11298         |
|    iterations           | 8             |
|    time_elapsed         | 92            |
|    total_timesteps      | 1048576       |
| train/                  |               |
|    approx_kl            | 1.4705771e-05 |
|    clip_fraction        | 0             |
|    clip_range           | 0.1           |
|    clip_range_vf        | 0.2           |
|    entropy_loss         | 7.89          |
|    explained_variance   | 0.851         |
|    learning_rate        | 1e-07         |
|    loss                 | 1.11          |
|    n_updates            | 1600          |
|    policy_gradient_loss | -0.00016      |
|    std                  | 0.174         |
|    value_loss           | 0.673         |
-------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 744           |
|    ep_rew_mean          | 32.3          |
| time/                   |               |
|    fps                  | 11270         |
|    iterations           | 9             |
|    time_elapsed         | 104           |
|    total_timesteps      | 1179648       |
| train/                  |               |
|    approx_kl            | 1.5799433e-05 |
|    clip_fraction        | 0             |
|    clip_range           | 0.1           |
|    clip_range_vf        | 0.2           |
|    entropy_loss         | 7.88          |
|    explained_variance   | 0.849         |
|    learning_rate        | 1e-07         |
|    loss                 | 1.05          |
|    n_updates            | 1610          |
|    policy_gradient_loss | -0.000167     |
|    std                  | 0.174         |
|    value_loss           | 0.728         |
-------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 690           |
|    ep_rew_mean          | 29.2          |
| time/                   |               |
|    fps                  | 11256         |
|    iterations           | 10            |
|    time_elapsed         | 116           |
|    total_timesteps      | 1310720       |
| train/                  |               |
|    approx_kl            | 1.5055235e-05 |
|    clip_fraction        | 0             |
|    clip_range           | 0.1           |
|    clip_range_vf        | 0.2           |
|    entropy_loss         | 7.88          |
|    explained_variance   | 0.847         |
|    learning_rate        | 1e-07         |
|    loss                 | 1.23          |
|    n_updates            | 1620          |
|    policy_gradient_loss | -0.000165     |
|    std                  | 0.174         |
|    value_loss           | 0.717         |
-------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 706           |
|    ep_rew_mean          | 29.8          |
| time/                   |               |
|    fps                  | 11239         |
|    iterations           | 11            |
|    time_elapsed         | 128           |
|    total_timesteps      | 1441792       |
| train/                  |               |
|    approx_kl            | 1.6780326e-05 |
|    clip_fraction        | 0             |
|    clip_range           | 0.1           |
|    clip_range_vf        | 0.2           |
|    entropy_loss         | 7.88          |
|    explained_variance   | 0.882         |
|    learning_rate        | 1e-07         |
|    loss                 | 0.969         |
|    n_updates            | 1630          |
|    policy_gradient_loss | -0.000163     |
|    std                  | 0.174         |
|    value_loss           | 0.594         |
-------------------------------------------
--------------------------------------------
| rollout/                |                |
|    ep_len_mean          | 692            |
|    ep_rew_mean          | 29.5           |
| time/                   |                |
|    fps                  | 11234          |
|    iterations           | 12             |
|    time_elapsed         | 140            |
|    total_timesteps      | 1572864        |
| train/                  |                |
|    approx_kl            | 1.49840635e-05 |
|    clip_fraction        | 0              |
|    clip_range           | 0.1            |
|    clip_range_vf        | 0.2            |
|    entropy_loss         | 7.87           |
|    explained_variance   | 0.847          |
|    learning_rate        | 1e-07          |
|    loss                 | 1.2            |
|    n_updates            | 1640           |
|    policy_gradient_loss | -0.000165      |
|    std                  | 0.174          |
|    value_loss           | 0.729          |
--------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 743           |
|    ep_rew_mean          | 32.2          |
| time/                   |               |
|    fps                  | 11219         |
|    iterations           | 13            |
|    time_elapsed         | 151           |
|    total_timesteps      | 1703936       |
| train/                  |               |
|    approx_kl            | 1.7928018e-05 |
|    clip_fraction        | 0             |
|    clip_range           | 0.1           |
|    clip_range_vf        | 0.2           |
|    entropy_loss         | 7.87          |
|    explained_variance   | 0.851         |
|    learning_rate        | 1e-07         |
|    loss                 | 1.25          |
|    n_updates            | 1650          |
|    policy_gradient_loss | -0.000172     |
|    std                  | 0.174         |
|    value_loss           | 0.689         |
-------------------------------------------
--------------------------------------------
| rollout/                |                |
|    ep_len_mean          | 785            |
|    ep_rew_mean          | 33.7           |
| time/                   |                |
|    fps                  | 11217          |
|    iterations           | 14             |
|    time_elapsed         | 163            |
|    total_timesteps      | 1835008        |
| train/                  |                |
|    approx_kl            | 1.25769875e-05 |
|    clip_fraction        | 0              |
|    clip_range           | 0.1            |
|    clip_range_vf        | 0.2            |
|    entropy_loss         | 7.87           |
|    explained_variance   | 0.837          |
|    learning_rate        | 1e-07          |
|    loss                 | 1.1            |
|    n_updates            | 1660           |
|    policy_gradient_loss | -0.000141      |
|    std                  | 0.174          |
|    value_loss           | 0.707          |
--------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 704           |
|    ep_rew_mean          | 30.3          |
| time/                   |               |
|    fps                  | 11216         |
|    iterations           | 15            |
|    time_elapsed         | 175           |
|    total_timesteps      | 1966080       |
| train/                  |               |
|    approx_kl            | 1.3649855e-05 |
|    clip_fraction        | 0             |
|    clip_range           | 0.1           |
|    clip_range_vf        | 0.2           |
|    entropy_loss         | 7.87          |
|    explained_variance   | 0.831         |
|    learning_rate        | 1e-07         |
|    loss                 | 1.04          |
|    n_updates            | 1670          |
|    policy_gradient_loss | -0.000148     |
|    std                  | 0.174         |
|    value_loss           | 0.713         |
-------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 756           |
|    ep_rew_mean          | 32.7          |
| time/                   |               |
|    fps                  | 11210         |
|    iterations           | 16            |
|    time_elapsed         | 187           |
|    total_timesteps      | 2097152       |
| train/                  |               |
|    approx_kl            | 1.5699337e-05 |
|    clip_fraction        | 0             |
|    clip_range           | 0.1           |
|    clip_range_vf        | 0.2           |
|    entropy_loss         | 7.86          |
|    explained_variance   | 0.849         |
|    learning_rate        | 1e-07         |
|    loss                 | 1.04          |
|    n_updates            | 1680          |
|    policy_gradient_loss | -0.000157     |
|    std                  | 0.174         |
|    value_loss           | 0.725         |
-------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 718           |
|    ep_rew_mean          | 31.1          |
| time/                   |               |
|    fps                  | 11199         |
|    iterations           | 17            |
|    time_elapsed         | 198           |
|    total_timesteps      | 2228224       |
| train/                  |               |
|    approx_kl            | 1.2398006e-05 |
|    clip_fraction        | 0             |
|    clip_range           | 0.1           |
|    clip_range_vf        | 0.2           |
|    entropy_loss         | 7.86          |
|    explained_variance   | 0.84          |
|    learning_rate        | 1e-07         |
|    loss                 | 1.03          |
|    n_updates            | 1690          |
|    policy_gradient_loss | -0.000152     |
|    std                  | 0.174         |
|    value_loss           | 0.699         |
-------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 744           |
|    ep_rew_mean          | 31.9          |
| time/                   |               |
|    fps                  | 11184         |
|    iterations           | 18            |
|    time_elapsed         | 210           |
|    total_timesteps      | 2359296       |
| train/                  |               |
|    approx_kl            | 1.6985534e-05 |
|    clip_fraction        | 0             |
|    clip_range           | 0.1           |
|    clip_range_vf        | 0.2           |
|    entropy_loss         | 7.86          |
|    explained_variance   | 0.835         |
|    learning_rate        | 1e-07         |
|    loss                 | 1.23          |
|    n_updates            | 1700          |
|    policy_gradient_loss | -0.000178     |
|    std                  | 0.174         |
|    value_loss           | 0.743         |
-------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 679           |
|    ep_rew_mean          | 29.5          |
| time/                   |               |
|    fps                  | 11175         |
|    iterations           | 19            |
|    time_elapsed         | 222           |
|    total_timesteps      | 2490368       |
| train/                  |               |
|    approx_kl            | 1.5509766e-05 |
|    clip_fraction        | 0             |
|    clip_range           | 0.1           |
|    clip_range_vf        | 0.2           |
|    entropy_loss         | 7.85          |
|    explained_variance   | 0.851         |
|    learning_rate        | 1e-07         |
|    loss                 | 1.04          |
|    n_updates            | 1710          |
|    policy_gradient_loss | -0.000163     |
|    std                  | 0.174         |
|    value_loss           | 0.701         |
-------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 731           |
|    ep_rew_mean          | 31.7          |
| time/                   |               |
|    fps                  | 11162         |
|    iterations           | 20            |
|    time_elapsed         | 234           |
|    total_timesteps      | 2621440       |
| train/                  |               |
|    approx_kl            | 1.8796809e-05 |
|    clip_fraction        | 0             |
|    clip_range           | 0.1           |
|    clip_range_vf        | 0.2           |
|    entropy_loss         | 7.85          |
|    explained_variance   | 0.849         |
|    learning_rate        | 1e-07         |
|    loss                 | 1.1           |
|    n_updates            | 1720          |
|    policy_gradient_loss | -0.000185     |
|    std                  | 0.174         |
|    value_loss           | 0.675         |
-------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 722           |
|    ep_rew_mean          | 31.1          |
| time/                   |               |
|    fps                  | 11149         |
|    iterations           | 21            |
|    time_elapsed         | 246           |
|    total_timesteps      | 2752512       |
| train/                  |               |
|    approx_kl            | 1.4109225e-05 |
|    clip_fraction        | 0             |
|    clip_range           | 0.1           |
|    clip_range_vf        | 0.2           |
|    entropy_loss         | 7.85          |
|    explained_variance   | 0.848         |
|    learning_rate        | 1e-07         |
|    loss                 | 1.17          |
|    n_updates            | 1730          |
|    policy_gradient_loss | -0.000158     |
|    std                  | 0.175         |
|    value_loss           | 0.694         |
-------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 764           |
|    ep_rew_mean          | 33.3          |
| time/                   |               |
|    fps                  | 11143         |
|    iterations           | 22            |
|    time_elapsed         | 258           |
|    total_timesteps      | 2883584       |
| train/                  |               |
|    approx_kl            | 1.3679929e-05 |
|    clip_fraction        | 0             |
|    clip_range           | 0.1           |
|    clip_range_vf        | 0.2           |
|    entropy_loss         | 7.84          |
|    explained_variance   | 0.841         |
|    learning_rate        | 1e-07         |
|    loss                 | 1             |
|    n_updates            | 1740          |
|    policy_gradient_loss | -0.000147     |
|    std                  | 0.175         |
|    value_loss           | 0.696         |
-------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 775           |
|    ep_rew_mean          | 34.1          |
| time/                   |               |
|    fps                  | 11134         |
|    iterations           | 23            |
|    time_elapsed         | 270           |
|    total_timesteps      | 3014656       |
| train/                  |               |
|    approx_kl            | 1.7178398e-05 |
|    clip_fraction        | 0             |
|    clip_range           | 0.1           |
|    clip_range_vf        | 0.2           |
|    entropy_loss         | 7.84          |
|    explained_variance   | 0.808         |
|    learning_rate        | 1e-07         |
|    loss                 | 1.23          |
|    n_updates            | 1750          |
|    policy_gradient_loss | -0.000178     |
|    std                  | 0.175         |
|    value_loss           | 0.744         |
-------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 761           |
|    ep_rew_mean          | 33.6          |
| time/                   |               |
|    fps                  | 11129         |
|    iterations           | 24            |
|    time_elapsed         | 282           |
|    total_timesteps      | 3145728       |
| train/                  |               |
|    approx_kl            | 1.1756656e-05 |
|    clip_fraction        | 0             |
|    clip_range           | 0.1           |
|    clip_range_vf        | 0.2           |
|    entropy_loss         | 7.84          |
|    explained_variance   | 0.796         |
|    learning_rate        | 1e-07         |
|    loss                 | 1.08          |
|    n_updates            | 1760          |
|    policy_gradient_loss | -0.000139     |
|    std                  | 0.175         |
|    value_loss           | 0.777         |
-------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 805           |
|    ep_rew_mean          | 35.8          |
| time/                   |               |
|    fps                  | 11125         |
|    iterations           | 25            |
|    time_elapsed         | 294           |
|    total_timesteps      | 3276800       |
| train/                  |               |
|    approx_kl            | 1.2988552e-05 |
|    clip_fraction        | 0             |
|    clip_range           | 0.1           |
|    clip_range_vf        | 0.2           |
|    entropy_loss         | 7.83          |
|    explained_variance   | 0.798         |
|    learning_rate        | 1e-07         |
|    loss                 | 1.18          |
|    n_updates            | 1770          |
|    policy_gradient_loss | -0.000142     |
|    std                  | 0.175         |
|    value_loss           | 0.728         |
-------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 806           |
|    ep_rew_mean          | 35.3          |
| time/                   |               |
|    fps                  | 11127         |
|    iterations           | 26            |
|    time_elapsed         | 306           |
|    total_timesteps      | 3407872       |
| train/                  |               |
|    approx_kl            | 1.5103052e-05 |
|    clip_fraction        | 0             |
|    clip_range           | 0.1           |
|    clip_range_vf        | 0.2           |
|    entropy_loss         | 7.83          |
|    explained_variance   | 0.787         |
|    learning_rate        | 1e-07         |
|    loss                 | 1.14          |
|    n_updates            | 1780          |
|    policy_gradient_loss | -0.000145     |
|    std                  | 0.175         |
|    value_loss           | 0.774         |
-------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 762           |
|    ep_rew_mean          | 33.3          |
| time/                   |               |
|    fps                  | 11127         |
|    iterations           | 27            |
|    time_elapsed         | 318           |
|    total_timesteps      | 3538944       |
| train/                  |               |
|    approx_kl            | 1.7573198e-05 |
|    clip_fraction        | 0             |
|    clip_range           | 0.1           |
|    clip_range_vf        | 0.2           |
|    entropy_loss         | 7.83          |
|    explained_variance   | 0.797         |
